subject,seed,dominantEye,sex,ethnicity,race,trial,item,tStart,tEnd,exitFlag,jitter,tType,eyes_1,eyes_2,transparency,pas,response,rt
1,765111212,Right,,rather not say,rather not say,33,36,165542.526621332,165545.276866879,OK,3,CFS,1,0,0.5,2@,Return,2.75588210928254
1,765111212,Right,,rather not say,rather not say,34,52,165546.693663141,165550.068970748,OK,8,CFS,1,0,0.5,2@,Return,3.3811599741166
1,765111212,Right,,rather not say,rather not say,35,72,165551.485766587,165553.985988228,OK,1,CFS,1,0,0.5,2@,Return,2.50594515676494
1,765111212,Right,,rather not say,rather not say,36,28,165555.402790586,165558.528070524,OK,6,CFS,1,0,0.5,2@,Return,3.13083212298807
1,765111212,Right,,rather not say,rather not say,37,2,165559.944868174,165562.820126097,OK,4,CFS,1,0,0.5,2@,Return,2.88087106193416
1,765111212,Right,,rather not say,rather not say,38,86,165564.236924491,165566.612136694,OK,0,CFS,1,0,0.5,2@,Return,2.38076193249435
1,765111212,Right,,rather not say,rather not say,39,70,165568.028931426,165570.904200174,OK,4,CFS,1,0,0.5,2@,Return,2.8807559152774
1,765111212,Right,,rather not say,rather not say,40,81,165572.320987321,165572.44600175,CAUGHT,7,NULL,0,0,0,,Return,0.130643284734106
1,765111212,Right,,rather not say,rather not say,41,96,165574.121153178,165576.49636518,OK,0,CFS,1,0,0.5,2@,Return,2.38077354387497
1,765111212,Right,,rather not say,rather not say,42,10,165577.913159831,165580.913432505,OK,5,CFS,1,0,0.5,2@,Return,3.00582606616081
1,765111212,Right,,rather not say,rather not say,43,47,165582.330225768,165582.455242108,CAUGHT,0,NULL,0,0,0,,Return,0.130444705660921
1,765111212,Right,,rather not say,rather not say,44,4,165583.863697089,165587.239002704,OK,8,CFS,1,0,0.5,2@,Return,3.38075667980593
1,765111212,Right,,rather not say,rather not say,45,91,165588.655799307,165591.40605242,OK,3,CFS,1,0,0.5,2@,Return,2.75568133796332
1,765111212,Right,,rather not say,rather not say,46,54,165592.822845483,165595.198055894,OK,0,CFS,1,0,0.5,2@,Return,2.38080813569832
1,765111212,Right,,rather not say,rather not say,47,18,165596.614854692,165599.615124889,OK,5,CFS,1,0,0.5,2@,Return,3.00570355381933
1,765111212,Right,,rather not say,rather not say,48,88,165601.031921876,165603.907183299,OK,4,CFS,1,0,0.5,2@,Return,2.88071546706487
1,765111212,Right,,rather not say,rather not say,49,14,165605.323971834,165605.448988134,CAUGHT,2,NULL,0,0,0,,Return,0.130551118490985
1,765111212,Right,,rather not say,rather not say,50,77,165606.857443617,165609.482687553,OK,2,CFS,1,0,0.5,2@,Return,2.63066793527105
1,765111212,Right,,rather not say,rather not say,51,100,165611.166167748,165613.916420518,OK,3,CFS,1,0,0.5,2@,Return,2.7556033389119
1,765111212,Right,,rather not say,rather not say,52,90,165615.341544319,165618.716850095,OK,8,CFS,1,0,0.5,2@,Return,3.38084888571757
1,765111212,Right,,rather not say,rather not say,53,46,165620.133643942,165623.133920761,OK,5,CFS,1,0,0.5,2@,Return,3.00568588558235
1,765111212,Right,,rather not say,rather not say,54,50,165624.550716278,165627.425972812,OK,4,CFS,1,0,0.5,2@,Return,2.88075905499863
1,765111212,Right,,rather not say,rather not say,55,29,165628.842770925,165628.967778291,CAUGHT,1,NULL,0,0,0,,Return,0.130389587953687
1,765111212,Right,,rather not say,rather not say,56,95,165630.376237477,165633.626530635,OK,7,CFS,1,0,0.5,2@,Return,3.25585484120529
1,765111212,Right,,rather not say,rather not say,57,99,165635.043329614,165638.168605949,OK,6,CFS,1,0,0.5,2@,Return,3.1307802242809
1,765111212,Right,,rather not say,rather not say,58,23,165639.585408429,165642.835700602,OK,7,CFS,1,0,0.5,2@,Return,3.25577175259241
1,765111212,Right,,rather not say,rather not say,59,34,165644.252493685,165647.002745187,OK,3,CFS,1,0,0.5,2@,Return,2.75575321840006
1,765111212,Right,,rather not say,rather not say,60,3,165648.419540523,165648.54454805,CAUGHT,3,NULL,0,0,0,,Return,0.130767365830252
1,765111212,Right,,rather not say,rather not say,61,62,165650.219697165,165652.594907194,OK,0,CFS,1,0,0.5,2@,Return,2.38077221528511
1,765111212,Right,,rather not say,rather not say,62,39,165654.01170577,165657.387011566,OK,8,CFS,1,0,0.5,2@,Return,3.38080135392374
1,765111212,Right,,rather not say,rather not say,63,8,165658.803810866,165661.429044943,OK,2,CFS,1,0,0.5,2@,Return,2.63072162531898
1,765111212,Right,,rather not say,rather not say,64,82,165662.845836637,165665.971122652,OK,6,CFS,1,0,0.5,2@,Return,3.13087969445041
1,765111212,Right,,rather not say,rather not say,65,57,165667.387915452,165669.888146691,OK,1,CFS,1,0,0.5,2@,Return,2.50571305226185
1,765111212,Right,,rather not say,rather not say,66,79,165671.304935728,165673.680150889,OK,0,CFS,1,0,0.5,2@,Return,2.38075104597374
1,765111212,Right,,rather not say,rather not say,67,53,165675.096948861,165677.972209218,OK,4,CFS,1,0,0.5,2@,Return,2.88108897939674
1,765111212,Right,,rather not say,rather not say,68,38,165679.389000913,165682.639296285,OK,7,CFS,1,0,0.5,2@,Return,3.25589688023319
1,765111212,Right,,rather not say,rather not say,69,97,165684.056091359,165687.181379569,OK,6,CFS,1,0,0.5,2@,Return,3.1309398644371
1,765111212,Right,,rather not say,rather not say,70,76,165688.5981612,165691.848461724,OK,7,CFS,1,0,0.5,2@,Return,3.25603152610711
1,765111212,Right,,rather not say,rather not say,71,66,165693.531939383,165693.656952343,CAUGHT,7,NULL,0,0,0,,Return,0.130532242823392
1,765111212,Right,,rather not say,rather not say,72,73,165695.065416297,165698.315706076,OK,7,CFS,1,0,0.5,2@,Return,3.25579515603022
1,765111212,Right,,rather not say,rather not say,73,94,165699.74083555,165702.116049885,OK,0,CFS,1,0,0.5,2@,Return,2.38077676284593
1,765111212,Right,,rather not say,rather not say,74,40,165703.532855927,165706.283093666,OK,3,CFS,1,0,0.5,2@,Return,2.75567580322968
1,765111212,Right,,rather not say,rather not say,75,78,165707.708223482,165710.208445304,OK,1,CFS,1,0,0.5,2@,Return,2.50564662495162
1,765111212,Right,,rather not say,rather not say,76,44,165711.625239472,165715.000543257,OK,8,CFS,1,0,0.5,2@,Return,3.38088812652859
1,765111212,Right,,rather not say,rather not say,77,60,165716.41734137,165719.167591746,OK,3,CFS,1,0,0.5,2@,Return,2.75570534510189
1,765111212,Right,,rather not say,rather not say,78,32,165720.58438682,165720.70939495,CAUGHT,2,NULL,0,0,0,,Return,0.130462193279527
1,765111212,Right,,rather not say,rather not say,79,55,165722.117855424,165725.118123911,OK,5,CFS,1,0,0.5,2@,Return,3.00576480999007
1,765111212,Right,,rather not say,rather not say,80,20,165726.534917135,165726.65993436,CAUGHT,0,NULL,0,0,0,,Return,0.130410918063717
1,765111212,Right,,rather not say,rather not say,81,58,165728.335080637,165731.33535317,OK,5,CFS,1,0,0.5,2@,Return,3.00552843994228
1,765111212,Right,,rather not say,rather not say,82,35,165732.752147037,165735.127360286,OK,0,CFS,1,0,0.5,2@,Return,2.38050733006094
1,765111212,Right,,rather not say,rather not say,83,56,165736.544157312,165739.544422561,OK,5,CFS,1,0,0.5,2@,Return,3.00575424515409
1,765111212,Right,,rather not say,rather not say,84,51,165740.961222081,165743.711470365,OK,3,CFS,1,0,0.5,2@,Return,2.75785406984505
1,765111212,Right,,rather not say,rather not say,85,80,165745.128263145,165748.003527407,OK,4,CFS,1,0,0.5,2@,Return,2.8807157491101
1,765111212,Right,,rather not say,rather not say,86,87,165749.420316848,165751.920544303,OK,1,CFS,1,0,0.5,2@,Return,2.50564394789399
1,765111212,Right,,rather not say,rather not say,87,7,165753.337336198,165756.587631852,OK,7,CFS,1,0,0.5,2@,Return,3.25582443570602
1,765111212,Right,,rather not say,rather not say,88,42,165758.004436888,165761.379726505,OK,8,CFS,1,0,0.5,2@,Return,3.38074398218305
1,765111212,Right,,rather not say,rather not say,89,27,165762.79652488,165762.921537436,CAUGHT,0,NULL,0,0,0,,Return,0.130376788933063
1,765111212,Right,,rather not say,rather not say,90,21,165764.329991652,165767.580285656,OK,7,CFS,1,0,0.5,2@,Return,3.25572681624908
1,765111212,Right,,rather not say,rather not say,91,92,165769.263779474,165769.388784626,CAUGHT,6,NULL,0,0,0,,Return,0.130402627022704
1,765111212,Right,,rather not say,rather not say,92,61,165770.797249788,165773.422483664,OK,2,CFS,1,0,0.5,2@,Return,2.63064738948015
1,765111212,Right,,rather not say,rather not say,93,75,165774.839281514,165774.964289664,CAUGHT,5,NULL,0,0,0,,Return,0.130307786021149
1,765111212,Right,,rather not say,rather not say,94,26,165776.372748287,165779.248008322,OK,4,CFS,1,0,0.5,2@,Return,2.88071697633131
1,765111212,Right,,rather not say,rather not say,95,17,165780.66480402,165783.790084844,OK,6,CFS,1,0,0.5,2@,Return,3.1307077401143
1,765111212,Right,,rather not say,rather not say,96,84,165785.206879052,165788.207147218,OK,5,CFS,1,0,0.5,2@,Return,3.00574108486762
1,765111212,Right,,rather not say,rather not say,97,30,165789.623942978,165789.748958593,CAUGHT,8,NULL,0,0,0,,Return,0.130326721118763
1,765111212,Right,,rather not say,rather not say,98,59,165791.157421963,165791.28242444,CAUGHT,1,NULL,0,0,0,,Return,0.130413998325821
1,765111212,Right,,rather not say,rather not say,99,31,165792.690886442,165795.81616954,OK,6,CFS,1,0,0.5,2@,Return,3.13064316354576
1,765111212,Right,,rather not say,rather not say,100,5,165797.232965841,165800.358245497,OK,6,CFS,1,0,0.5,2@,Return,3.13069749693386
